averageEnc,averageDec,lenPol
0.06350171566009521,0.024461793899536132,10
0.11024057865142822,0.024531340599060057,20
0.15579512119293212,0.024619746208190917,30
0.2037663698196411,0.024666190147399902,40
0.250551438331604,0.024776387214660644,50
0.2985034704208374,0.02481536865234375,60
0.3468360424041748,0.02477571964263916,70
0.39018847942352297,0.024936270713806153,80
0.44458975791931155,0.024902963638305665,90
0.4917007923126221,0.024979376792907716,100
