averageEnc,averageDec,lenAttr
0.06735234260559082,0.07349181175231934,10.0
0.06879198551177979,0.07397503852844238,20.0
0.06797935962677001,0.07465758323669433,30.0
0.06889009475708008,0.07403454780578614,40.0
0.06827161312103272,0.07407548427581787,50.0
0.069557785987854,0.07418994903564453,60.0
0.0691643238067627,0.074363112449646,70.0
0.06916649341583252,0.07416739463806152,80.0
0.06860466003417968,0.07436935901641846,90.0
0.06860151290893554,0.07511515617370605,100.0
